document,document_id,arm,arm_id,control,Biochemical verification,CBT,Motivational Interviewing,brief advise,1.1.Goal setting,1.2 Problem solving,1.4 Action planning,2.2 Feedback on behaviour,2.3 Self-monitoring of behavior,3.1 Social support,4.1 Instruction on how to perform the behavior,4.5. Advise to change behavior,5.1 Information about health consequences,5.3 Information about social and environmental consequences,11.1 Pharmacological support,11.2 Reduce negative emotions,Group-based,Face to face,phone,Website / Computer Program / App,Patch,Somatic,gum,e_cigarette,inhaler,lozenge,nasal_spray,placebo,nrt,Pill,bupropion,varenicline,Printed material,Digital content type,text messaging,Health Professional,doctor,nurse,pychologist,aggregate patient role,Mean age,Proportion identifying as female gender,Mean number of times tobacco used,Country of intervention,healthcare facility,Pharmaceutical company funding,Pharmaceutical company competing interest,Individual-level analysed,Combined follow up,Abstinence type,Abstinence: Continuous ,Abstinence: Point Prevalence ,Manually added follow-up duration value,Manually added follow-up duration units,NEW Outcome value
Liao 2018.pdf,436362,Low-frequency messaging (LFM),2648,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,37.2,6,19.8,China,0,0,0,284,24.00,C,1,0,,,6
Lichtenstein 2008.pdf,296284,Treatment by video,506,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,-,18.74,-,0,0,0,676,52.20,PP,0,1,,,4.2
Lichtenstein 2008.pdf,296284,Treatment by phone,505,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,-,18.76,-,0,0,0,677,52.20,PP,0,1,,,5.1
Lipkus 1999.pdf,296285,Health care provider prompting intervention with tailored communications,508,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,-,54,-,-,0,0,0,55,69.60,PP,0,1,,,32.7
Lipkus 1999.pdf,296285,Health care provider promoting intervention alone,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-,54,-,-,0,0,0,53,69.60,PP,0,1,,,13.2
Lipkus 1999.pdf,296285,Health care provider prompting intervention with tailored print communications and tailored telephone counseling,507,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,-,54,-,-,0,0,0,52,69.60,PP,0,1,,,19.2
Lipkus 2004.pdf,296286,Self-help only,511,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-,49,10,-,0,0,0,193,17.40,C,1,0,,,7
Lipkus 2004.pdf,296286,Counseling,510,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-,53,10,-,0,0,0,209,17.40,C,1,0,,,9
Lou 2013 DONE IN PILOT.pdf,263170,Behavioural intervention,279,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,61.6,-,-,China,1,0,0,1814,208.80,C,1,0,,,44.3
Lou 2013 DONE IN PILOT.pdf,263170,Control,280,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,61.5,-,-,China,1,0,0,1748,208.80,C,1,0,,,5.1
Louwagie 2014.pdf,263171,Control,282,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,42.3,11.8,9.8,South Africa,0,0,1,204,26.10,C,1,0,,,9.3
Louwagie 2014.pdf,263171,Motivational interviewing (MI),281,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,40.3,8.3,10,South Africa,0,0,1,205,26.10,C,1,0,,,21.5
Luo 2018.pdf,437529,Routine 5Rs (control),2284,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,58.6,6.90000000000001,21.4,China,0,0,0,160,24.00,PP,0,1,,,15
Luo 2018.pdf,437529,Intensive personalized ‘5As+5Rs’ intervention (IPANR),2283,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,57.4,4.40000000000001,21.4,China,0,0,0,160,24.00,PP,0,1,,,23.8
Lyu 2018.pdf,437530,Treatment group,2288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,54.3,-,72.5,China,0,0,0,11,24.00,PP,0,1,,,0
Lyu 2018.pdf,437530,Placebo group,2289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,56.2,-,77,China,0,0,0,-,24.00,PP,0,1,,,0
Macleod 2003.pdf,296287,NRT only,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.9,49,24.2,-,0,1,1,442,26.10,C,1,0,,,18.6
Macleod 2003.pdf,296287,NRT + telephone counseling,512,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42.6,54,24,-,0,1,1,412,26.10,C,1,0,,,26.7
Macpherson 2010.pdf,321129,behavioral activation treatment for smoking (BATS),723,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,45,48.6,-,-,0,0,0,35,26.00,PP,0,1,,,14.3
Macpherson 2010.pdf,321129,Standard treatment (ST),724,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,42.6,48.5,-,-,0,0,0,33,26.00,PP,0,1,,,0
Maddison 2014.pdf,436363,Control,2797,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.3,54.1,19.83,New Zealand,0,0,1,451,24.00,C,1,0,,,18
Maddison 2014.pdf,436363,Intervention,2796,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.6,54.3,19.41,New Zealand,0,0,1,455,24.00,C,1,0,,,17
Magnan 2009.pdf,263172,Control - personal sigital assistants for smokers daily hassles,284,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.03,-,7,-,0,0,0,38,26.10,NCS,0,0,,,6.3
Magnan 2009.pdf,263172,Experimental - personal digital assistants for smoking-related support,283,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,-,7,-,0,0,0,81,26.10,NCS,0,0,,,14.3
Marcus 2005 (c) primary paper.pdf,263180,CBT,286,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,43.02,-,20.15,-,0,0,0,108,52.20,PP,0,1,,,8.3
Marcus 2005 (c) primary paper.pdf,263180,Exercise group (CBT+EX),285,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42.52,-,21.04,-,0,0,0,109,52.20,PP,0,1,,,7.3
Marshall 2016.pdf,423480,Intervention,1968,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,63,35.7,-,-,0,0,0,28,52.20,PP,0,1,,,14.3
Marshall 2016.pdf,423480,Control,1969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63,37,-,-,0,0,0,27,52.20,PP,0,1,,,18.5
Martin 1997 (c) primary paper.pdf,263183,Standard treatment (ST),289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,41.5,46,-,-,0,0,0,70,52.20,PP,0,1,,,26
Martin 1997 (c) primary paper.pdf,263183,Behavioral counseling plus exercise (BEX),288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.5,43,-,-,0,0,0,72,52.20,PP,0,1,,,27
Martin 1997 (c) primary paper.pdf,263183,Behavioral counselling plus nicotine gum (BNIC),287,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,43.6,47,-,-,0,0,0,63,52.20,PP,0,1,,,27
Martinez-Vispo 2019.pdf,437458,SCBSCT-BA,2225,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.24,60.9,18.85,Spain,0,0,0,110,8.00,PP,0,1,8,weeks,64.7
Martinez-Vispo 2019.pdf,437458,SCBSCT,2226,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.61,63.3,19.33,Spain,0,0,0,109,8.00,PP,0,1,8,weeks,45.9
Martinez-Vispo 2019.pdf,437458,Waitlist,2227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.07,58.9,19.03,Spain,0,0,0,56,13.05,PP,0,1,,,5.4
Masiero 2019.pdf,437459,E-cigarettes,2253,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,62.8,-,19.2,-,0,0,0,170,13.05,C,1,0,,,25.4
Masiero 2019.pdf,437459,Control,2255,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62.8,-,9.3,-,0,0,0,170,13.05,C,1,0,,,10.34
Masiero 2019.pdf,437459,Placebo,2254,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,62.8,-,19.2,-,0,0,0,170,13.05,C,1,0,,,23.4
Mason_et_al-2012-Addiction.pdf,278612,Standardised report (Control),113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,63.5,18.5,United Kingdom,0,0,0,881,26.10,C,1,0,6,months,9.3
Mason_et_al-2012-Addiction.pdf,278612,Tailored advice report,112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,64.7,17.8,United Kingdom,0,0,0,877,26.10,C,1,0,6,months,9.1
Matthews 2009.pdf,263185,Targeted smoking cessation program (CT),290,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,45.4,90,13,United States,0,0,0,8,26.10,PP,0,1,,,25
Matthews 2009.pdf,263185,Non-targeted smoking cessation program (ST),291,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,45.4,90,13,United States,0,0,0,50,26.10,PP,0,1,,,24
Matthews 2018.pdf,437532,Standard intervention (CTQ),2291,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4,20.3,13.8,-,0,0,1,-,13.05,PP,0,1,3,months,23.1
Matthews 2018.pdf,437532,Culturally targeted courage to Quit (CTQ-CT),2290,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6,22.8,12.1,-,0,0,1,-,13.05,PP,0,1,3,months,19.2
May-2006.pdf,263186,Buddy condition,292,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4,64.1,22.9,United States,1,0,0,237,26.00,C,1,0,,,13
May-2006.pdf,263186,Control,293,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7,60.7,23.1,United States,1,0,0,326,26.00,C,1,0,,,15
McBride 1999b.pdf,296289,Booklet only,760,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.8,-,4.8,United States,0,0,0,897,52.20,PP,0,1,,,24
McBride 1999b.pdf,296289,Prepartum group,759,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27.5,-,4.7,United States,0,0,0,294,52.20,PP,0,1,,,23
McBride 1999b.pdf,296289,Post and prepartum group,758,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27.7,-,4.9,United States,0,0,0,306,52.20,PP,0,1,,,25
McBride 2004.pdf,296291,Partner-assisted,514,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,24,-,13,-,1,0,0,193,52.20,PP,0,1,,,21
McBride 2004.pdf,296291,Usual care,516,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,-,12,-,1,0,0,198,52.20,PP,0,1,,,15
McBride 2004.pdf,296291,Woman only,515,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,-,13,-,1,0,0,192,52.20,PP,0,1,,,20
McCarthy 2008(c) primary paper.pdf,263189,"Active, No Counselling",295,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,41.03,49.1,22.47,-,0,0,1,463,52.20,C,1,0,,,18.1
McCarthy 2008(c) primary paper.pdf,263189,"Placebo, Counselling",296,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37.82,52.1,21.98,-,0,0,1,463,52.20,C,1,0,,,12.4
McCarthy 2008(c) primary paper.pdf,263189,"Active, Counselling",294,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,36.76,46,21.87,-,0,0,1,463,52.20,C,1,0,,,20.4
McCarthy 2008(c) primary paper.pdf,263189,"Placebo, No Counselling",297,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.42,54,21.37,-,0,0,1,463,52.20,C,1,0,,,14.2
McClure 2005.pdf,296292,Motivationally enhanced phone counselling,517,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32.7,-,15.1,United States,0,0,0,138,52.20,PP,0,1,,,10.9
McClure 2005.pdf,296292,Usual care control,518,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.7,-,13.5,United States,0,0,0,137,52.20,PP,0,1,,,10.2
McClure 2011.pdf,296293,Usual care,520,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.4,63,11.1,-,0,0,0,23,26.10,PP,0,1,,,20
McClure 2011.pdf,296293,phone-based Step Up counseling plus usual care,519,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.5,72,10,-,0,0,0,23,26.10,PP,0,1,,,11
McClure 2018.pdf,437533,Control,2299,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.5,62.1,19.1,United States,0,0,0,360,26.10,PP,0,1,,,30.3
McClure 2018.pdf,437533,Experimental (OH4L),2298,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.1,61.5,19.3,United States,0,0,0,358,26.10,PP,0,1,,,33.8
McClure_B_2018.pdf,437534,CBT,2305,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50.8,52.7,-,United States,1,0,1,226,52.20,PP,0,1,,,12.4
McClure_B_2018.pdf,437534,ACT,2304,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51.8,52.7,-,United States,1,0,1,224,52.20,PP,0,1,,,6.3
McDaniel 2015.pdf,423090,TEQ-10,1935,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,44,54.1,17.2,-,0,0,0,602,52.20,PP,0,1,,,60.6
McDaniel 2015.pdf,423090,Standard,1936,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.3,54.2,16.8,-,0,0,0,592,52.20,PP,0,1,,,61.2
McDaniel 2015.pdf,423090,TEQ-20,1934,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43,54.2,16.4,-,0,0,0,591,52.20,PP,0,1,,,54.9
McDowell_1985_A randomized trial of three approaches.pdf,252892,Group Behaviour Modification,40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.3,60,25,-,0,0,0,87,52.20,NCS,0,0,12,months,17.2
McDowell_1985_A randomized trial of three approaches.pdf,252892,Physician Encouragement,42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,36.3,60,25.2,-,0,0,0,87,52.20,NCS,0,0,12,months,14.9
McDowell_1985_A randomized trial of three approaches.pdf,252892,Group Health Education,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,36.3,60,26.2,-,0,0,0,84,52.20,NCS,0,0,12,months,16.7
McDowell_1985_A randomized trial of three approaches.pdf,252892,Control,43,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.3,60,23.4,-,0,0,0,78,52.20,NCS,0,0,12,months,14.1
McFall 1993.pdf,296294,Maintenance,521,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-,70,-,-,0,0,0,1147,104.40,PP,0,1,,,20
McFall 1993.pdf,296294,Control,522,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-,69,-,-,0,0,0,598,104.40,PP,0,1,,,24
McFall 2005.pdf,263192,Integrated Care,298,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,52.9,12,25.2,-,0,0,0,33,39.15,PP,0,1,,,12
McFall 2005.pdf,263192,Standard Care,299,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,52.3,3,29.3,-,0,0,0,33,39.15,PP,0,1,,,3
McFall 2010 (c) primary paper.pdf,263193,Integrated care (IC),300,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,54.4,5.90000000000001,30,US,0,0,0,472,78.30,C,1,0,,,8.9
McFall 2010 (c) primary paper.pdf,263193,Control care (SCC),301,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7,6.8,30,US,0,0,0,471,78.30,C,1,0,,,4.5
Mercie 2018.pdf,437537,Varenicline group,2605,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,47,19,19,France,0,1,1,102,48.00,C,1,0,,,18
Mercie 2018.pdf,437537,Placebo group,2606,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,44,16,21,France,0,1,1,111,48.00,C,1,0,,,7
Metz NTR 2007.pdf,296295,group smoking cessation program with telephone booster sessions,523,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.2,47.5,14.5,Germany,0,0,0,99,52.20,PP,0,1,,,31.3
Metz NTR 2007.pdf,296295,group smoking cessation program only,524,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.1,38.2,16.3,Germany,0,0,0,191,52.20,PP,0,1,,,17.3
Meyer 2012.pdf,296453,Combination,829,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,41.3,47.3,-,Germany,0,0,0,748,52.20,C,1,0,,,12.4
Meyer 2012.pdf,296453,Brief advice,831,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43.2,47,-,Germany,0,0,0,421,52.20,C,1,0,,,7.9
Meyer 2012.pdf,296453,Tailored letters,830,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,40,-,Germany,0,0,0,1121,52.20,C,1,0,,,8.5
Meyer_2008_Proactive interventions for smoking cessation in_10.1111j.1360-0443.2007.02031.x.pdf,252893,Tailored Letters,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33.8,50.4,16.4,Germany,0,0,0,488,104.40,C,1,0,24,months,10.2
Meyer_2008_Proactive interventions for smoking cessation in_10.1111j.1360-0443.2007.02031.x.pdf,252893,Assessment only,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8,49.3,16.2,Germany,0,0,0,609,104.40,C,1,0,24,months,6.7
Meyer_2008_Proactive interventions for smoking cessation in_10.1111j.1360-0443.2007.02031.x.pdf,252893,Brief Advice,45,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,33.1,44.5,16.9,Germany,0,0,0,402,104.40,C,1,0,24,months,9.7
Miguez 2002.pdf,296296,Telephone,525,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.7,38,27.3,Spain,0,0,0,100,52.20,C,1,0,,,27
Miguez 2002.pdf,296296,Self-help,526,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.1,38,28,Spain,0,0,0,100,52.20,C,1,0,,,14
Miguez NTR 2008.pdf,296297,Telephone,527,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,36.8,45.8,27.7,Spain,0,0,0,118,52.20,C,1,0,,,21.2
Miguez NTR 2008.pdf,296297,Self-help,528,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.4,45.5,26.5,Spain,0,0,0,110,52.20,C,1,0,,,9.1
Miller 1997 (c) primary paper.pdf,263197,Intensive intervention,302,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-,-,-,United States,0,0,0,540,52.20,PP,0,1,,,27
