,doc_id,arm_id,doc,arm,"(6452745, '1.1.Goal setting (behavior)')","(6452746, '1.2 Problem solving')","(6452748, '1.4 Action planning')","(6452752, '1.8 Behavioral contract')","(6452948, '11.1 Pharmacological support')","(6452949, '11.2 Reduce negative emotions')","(6452956, '12.3 Avoidance/reducing exposure to cues for the behavior')","(6452959, '12.5 Adding objects to the environment')","(6452960, '12.6 Body changes')","(6452963, '13.2 Framing/reframing')","(6452756, '2.2 Feedback on behaviour')","(6452757, '2.3 Self-monitoring of behavior')","(6452761, '2.7 Feedback on outcome(s) of behavior')","(6452763, '3.1 Social support (unspecified)')","(6452764, '3.2 Social support (practical)')","(6452831, '4.1 Instruction on how to perform the behavior')","(6452832, '4.2 Information about Antecedents')","(6452836, '4.5. Advise to change behavior')","(6452838, '5.1 Information about health consequences')","(6452840, '5.3 Information about social and environmental consequences')","(6452853, '7.3 Reduce prompts/cues')","(6452861, '8.2 Behavior substitution')","(6452932, '9.1 Credible source')","(6452933, '9.2 Pros and cons')","('Abstinence: Continuous ', 'Abstinence: Continuous ')","('Abstinence: Point Prevalence ', 'Abstinence: Point Prevalence ')","(6451788, 'Biochemical verification')","('Combined follow up (<= 1 month)', 'Combined follow up (<= 1 month)')","('Combined follow up (<= 8 months)', 'Combined follow up (<= 8 months)')","('Combined follow up (<= 15 month)', 'Combined follow up (<= 15 month)')","('Combined follow up (<= 20 months)', 'Combined follow up (<= 20 months)')","('Combined follow up (<= 28 months)', 'Combined follow up (<= 28 months)')","('Combined follow up (Reported)', 'Combined follow up (Reported)')","(6080691, 'Digital content type')","(6080686, 'Face to face')","(6080701, 'Group-based')","(6080704, 'Health Professional')","('Individual-level analysed (<= 300)', 'Individual-level analysed (<= 300)')","('Individual-level analysed (<= 800)', 'Individual-level analysed (<= 800)')","('Individual-level analysed (<= 2500)', 'Individual-level analysed (<= 2500)')","('Individual-level analysed (<= 10000)', 'Individual-level analysed (<= 10000)')","('Individual-level analysed (<= 30000)', 'Individual-level analysed (<= 30000)')","('Mean age (adolecent)', 'Mean age (adolecent)')","('Mean age (young adult)', 'Mean age (young adult)')","('Mean age (adult)', 'Mean age (adult)')","('Mean age (elderly)', 'Mean age (elderly)')","('Mean number of times tobacco used (<= 10)', 'Mean number of times tobacco used (<= 10)')","('Mean number of times tobacco used (<= 15)', 'Mean number of times tobacco used (<= 15)')","('Mean number of times tobacco used (<= 20)', 'Mean number of times tobacco used (<= 20)')","('Mean number of times tobacco used (<= 25)', 'Mean number of times tobacco used (<= 25)')","('Mean number of times tobacco used (Reported)', 'Mean number of times tobacco used (Reported)')","(6823487, 'Motivational Interviewing')","(6080694, 'Patch')","(6830268, 'Pharmaceutical company competing interest')","(6830264, 'Pharmaceutical company funding')","(6080695, 'Pill')","(6080688, 'Printed material')","('Proportion identifying as female gender (<= 15)', 'Proportion identifying as female gender (<= 15)')","('Proportion identifying as female gender (<= 35)', 'Proportion identifying as female gender (<= 35)')","('Proportion identifying as female gender (<= 45)', 'Proportion identifying as female gender (<= 45)')","('Proportion identifying as female gender (<= 60)', 'Proportion identifying as female gender (<= 60)')","('Proportion identifying as female gender (<= 99)', 'Proportion identifying as female gender (<= 99)')","('Proportion identifying as male gender (<= 35)', 'Proportion identifying as male gender (<= 35)')","('Proportion identifying as male gender (<= 45)', 'Proportion identifying as male gender (<= 45)')","('Proportion identifying as male gender (<= 60)', 'Proportion identifying as male gender (<= 60)')","('Proportion identifying as male gender (<= 99)', 'Proportion identifying as male gender (<= 99)')","(6080693, 'Somatic')","(6080692, 'Website / Computer Program / App')","('aggregate patient role', 'aggregate patient role')","('brief advice', 'brief advice')","('bupropion', 'bupropion')","('control', 'control')","('doctor', 'doctor')","('gum', 'gum')","('healthcare facility', 'healthcare facility')","('lozenge', 'lozenge')","('nrt', 'nrt')","('nurse', 'nurse')","('phone', 'phone')","('placebo', 'placebo')","('psychologist', 'psychologist')","('text messaging', 'text messaging')","('varenicline', 'varenicline')","('External stimuli BCT', 'External stimuli BCT')","('Influence of others BCT', 'Influence of others BCT')","('Habit BCT', 'Habit BCT')","('Monitoring BCT', 'Monitoring BCT')","('Goal directed BCT', 'Goal directed BCT')","('Social support BCT', 'Social support BCT')","('Environmental restructuring BCT', 'Environmental restructuring BCT')","('Consequences BCT', 'Consequences BCT')","('Mental representation BCT', 'Mental representation BCT')","('Personal resources BCT', 'Personal resources BCT')","('Outcome', 'Outcome')"
494,263274,396,Wewers 2009.pdf,Control,,,,,,,,,,,,,,,,1,,1,,,,,1,,0,1,1,0,0,1,1,1,1,0,,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,1,1,,,,0,,,,,0,,0,1,0,0,0,0,0,0,1,0,7.1
495,263274,395,Wewers 2009.pdf,Intervention,1,1,,,1,,1,,,,,,,1,,1,,,1,,,,,1,0,1,1,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,,1,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,,,,,0,,0,0,0,1,1,1,1,1,1,0,12.2
496,263248,364,Romand-2005.pdf,Control group,,,,,,,,,,,,,,,,,,,1,,,,,,1,0,1,0,0,1,1,1,1,0,1,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,1,0,0.8,1,1,,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,1,0,0,3
497,263248,363,Romand-2005.pdf,Test group,,,,,,,,,,,,,,1,,1,1,,1,,,,,,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,1,0,0.8,1,1,,,,,,,,,,,0,,,,1,0,,0,0,0,0,0,1,0,1,1,0,13
498,296298,530,Ockene 1991.pdf,Counseling,,,1,1,,,,,,,,,,1,1,,,1,1,,,,1,,0,1,,0,1,1,1,1,1,0,1,,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,,,1,1,,1,0,0,0,1,1,0,1,1,1,,,1,,,,1,,,,0,,1,,,0,,0,1,0,0,1,1,0,1,0,1,11
499,296298,529,Ockene 1991.pdf,Counseling plus NCG (nicotine-containing gum),,,1,1,1,,,,,,,,,1,1,,,1,1,,,,1,,0,1,,0,1,1,1,1,1,0,1,,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,,,1,1,,1,0,0,0,1,1,0,1,1,1,1,,1,,,,1,1,,,1,,1,,,0,,0,1,0,0,1,1,0,1,0,1,17
500,296298,531,Ockene 1991.pdf,Advice only,,,,,,,,,,,,,,,1,,,1,1,,,,1,,0,1,,0,1,1,1,1,1,0,1,,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,,,1,1,,,0,0,0,1,1,0,1,1,1,,,1,,,,1,,,,0,,1,,,0,,0,1,0,0,0,1,0,1,0,0,9.1
501,423128,1956,Wagner 2016.pdf,Group B (group),1,,,,1,,,,,,,,,1,,,,,,,,,,,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,,,1,1,,,0,0,0,1,1,0,1,1,1,1,,,,,,,,,,0,,,,,0,,0,0,0,0,1,1,0,1,0,0,8.6
502,423128,1955,Wagner 2016.pdf,Group A (individual),1,,,,1,,,,,,,,,1,,,,,,,,,,,0,0,1,0,0,1,1,1,1,0,1,,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,,,1,1,,,0,0,0,1,1,0,1,1,1,1,,,,,,1,,,,0,,,,,0,,0,0,0,0,1,1,0,1,0,0,8.9
503,423075,1997,Rettig 2018.pdf,Intervention,,,,,1,,,,,,,,,1,1,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,1,,,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,,,1,1,0,0,1,1,1,0,0,1,1,1,,1,,1,,,1,,1,1,,,,,1,1,0,0,0,0,0,1,0,1,0,0,74
504,423075,1998,Rettig 2018.pdf,Control,,,,,,,,,,,,,,1,1,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,1,,,1,1,1,1,1,0,0,0,0,1,1,1,1,1,,,,,,1,0,1,1,1,1,0,0,0,1,,,1,,,1,,,,,0,,,,,0,,0,0,0,0,0,1,0,0,0,0,30
505,263070,136,Bock 2014.pdf,Standard Care (SC),,,,,1,,,,,,,,,1,,1,,1,,,,,,,0,1,1,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,0.08,1,1,0,0,0,0,0,,,,,,1,0,0,0,0,1,1,1,1,1,,,,,,1,1,,1,,0,,,,,0,,0,1,0,0,0,1,0,0,1,0,28
506,263070,135,Bock 2014.pdf,Motivational Enhancement (ME),1,,,,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,0.08,1,1,0,0,0,0,0,,1,,,,1,0,0,0,0,1,1,1,1,1,,,,,,,,,1,,1,,1,,,0,,0,0,0,0,1,0,0,1,0,0,29
507,437440,2258,Crane 2019.pdf,Full Smoke Free app,1,,,,,,,,,,,1,1,,,,,,1,,,,,,1,0,,0,1,1,1,1,1,0,,,,0,0,0,0,1,0,1,1,1,0,1,1,1,1,,,1,,,,0,0,0.14,1,1,0,0,1,1,,1,,,,,,,,,0,,,,,0,,1,0,0,1,1,0,0,1,0,0,1.6
508,437440,2259,Crane 2019.pdf,Reduced Smoke Free app,1,,,,,,,,,,,1,1,,,,,,1,,,,,,1,0,,0,1,1,1,1,1,0,,,,0,0,0,0,1,0,1,1,1,0,1,1,1,1,,,1,,,,0,0,0.24,1,1,0,0,1,1,,1,,,,,,,,,0,,,,,0,,0,0,0,1,1,0,0,1,0,0,0.9
509,436365,2663,Tseng 2017.pdf,Standard Care (SC),,,,,1,,,,,,,,,,,1,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0.9,1,1,1,,,1,1,1,1,0.22,1,1,1,1,0,0,0,1,,,,,,1,,,,,1,,,,,0,1,0,0,0,0,0,0,0,0,1,0,3.7
510,436365,2661,Tseng 2017.pdf,TM plus cell phone-delivered adherence-focused motivational and behavioral therapy (SC+TM+ABT),1,1,1,,1,,,,,,,,,1,,1,,,1,,,,,,0,1,1,0,1,1,1,1,1,0,,,1,1,1,1,1,1,0,0,1,1,0,0.7,1,1,1,,,1,1,1,1,0.48,1,1,1,1,0,0,0,1,,,,,,,,,,,1,,1,,,1,1,0,0,0,0,1,1,0,1,1,0,15.7
511,423256,1975,Vidrine 2015.pdf,Usual care (UC),,,,,,,,,,,,,,,1,1,,1,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,,,,,1,0,1,1,1,1,0,0,0,1,,,,1,,1,,,,,0,,,,,0,,0,1,0,0,0,1,0,0,1,0,4.7
512,423256,1974,Vidrine 2015.pdf,Cell phone intervention (CPI),,1,,,,,,,,,,,,1,1,1,,1,,1,,,,,0,1,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,,,,,1,0,1,1,1,1,0,0,0,1,,,,,,,,,,,0,,1,,,0,,0,1,0,0,1,1,0,1,1,0,15.7
513,437472,2354,Thorley 2019.pdf,Intervention,,1,,,1,,,,,,,,1,1,1,,,,,,,,,,1,0,1,0,1,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,1,,,1,,0,0.872,1,1,1,0,0,0.128,1,1,,1,,1,,,1,,1,1,,1,,,1,1,0,0,0,1,1,1,1,0,0,0,13.9
514,437472,2355,Thorley 2019.pdf,Comparator,,,,,1,,,,,,,,,1,,,,,,,,,,,1,0,1,0,1,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,1,,,1,,0,0,1,1,1,0,0,1,1,1,,1,,1,,,1,,1,1,,1,,,0,1,0,0,0,0,0,1,0,0,0,0,14.4
515,296277,501,Katz 2004.pdf,Intervention,1,1,,,1,,,,,,,,,1,,,,,,,,,,,0,1,,0,1,1,1,1,1,0,1,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,1,1,,,0,0,0,1,1,0,1,1,1,,,1,,,,,,,,1,1,1,,,0,,0,0,0,0,1,1,0,0,0,0,11
516,296277,502,Katz 2004.pdf,Control,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,1,0,0,0,0,0,0,0.02,1,1,0,0,0,0,0,,,1,1,,,0,0,0,1,1,0,1,1,1,,,1,,,1,,,,,0,1,,,,0,,0,0,0,0,0,0,0,0,0,0,4
517,437476,2601,Wittekind_B_2019.pdf,AAMT Group,1,1,,,,,,,,,,,,1,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,,1,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,0,,1,,,0,,1,0,0,0,1,1,0,0,0,0,61
518,437476,2602,Wittekind_B_2019.pdf,Sham group,1,1,,,,,,,,,,,,1,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,,1,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,0,,1,,,0,,0,0,0,0,1,1,0,0,0,0,61
519,296292,517,McClure 2005.pdf,Motivationally enhanced phone counselling,1,1,1,,1,,,,,,,,,1,,1,,1,1,1,,,,,0,1,,0,0,1,1,1,1,0,,,1,1,1,1,1,1,0,1,1,1,0,0.9,1,1,1,1,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,1,,,0,,0,1,0,0,1,1,0,1,1,0,10.9
520,296292,518,McClure 2005.pdf,Usual care control,,,,,,,,,,,,,,1,,1,,1,1,,,,,,0,1,,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,1,1,1,0,1,1,1,1,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,0,,1,,,0,,0,1,0,0,0,1,0,1,1,0,10.2
521,423129,1957,Warner 2016.pdf,Intervention,,1,,,1,,,,,,,,,1,,1,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,0,1,1,1,1,0,0,1,1,0,1,1,1,1,,1,1,,,1,0,0,0.4,1,1,0,0,1,1,,,1,,,,,,,,1,,1,,,0,,0,0,0,0,1,1,0,0,1,0,11
522,423129,1958,Warner 2016.pdf,Control,,,,,1,,,,,,,,,1,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,0,1,1,1,1,0,0,1,1,0,1,1,1,1,,1,1,,,1,0,0,0.2,1,1,0,0,1,1,,,1,,,1,,,,,1,,1,,,0,,0,0,0,0,0,1,0,0,0,0,7
523,296286,511,Lipkus 2004.pdf,Self-help only,,1,,,,1,,,,,,1,,,,1,1,,1,1,,,,,1,0,1,0,1,1,1,1,1,1,,,,1,1,1,1,1,0,0,0,0,1,1,1,1,1,,,,,,1,0,0,0.2,1,1,0,0,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,1,1,0,0,1,1,1,7
524,296286,510,Lipkus 2004.pdf,Counseling,1,1,,,,1,,,,,,1,,1,,1,1,,1,1,,,,,1,0,1,0,1,1,1,1,1,1,,,,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,,,,,1,0,0,0,1,1,0,0.6,1,1,,,,,,,,,,,0,,1,,,0,,0,0,0,1,1,1,0,1,1,1,9
525,263098,176,Dickson Spillmann 2013 (c) primary paper.pdf,Relaxation sessions,,,,,,,,,,,,,,,,,,,,1,,,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.62,1,1,0,0,0,0,0,,,,,,,0,0,0.1,1,1,0,0,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,1,0,0,17.8
526,263098,175,Dickson Spillmann 2013 (c) primary paper.pdf,Hypnosis sessions,,,,,,,,,,,,,,,,,,,,1,,,,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.4,1,1,0,0,0,0,0,,,,,,,0,0,1,1,1,0,0,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,1,1,0,14.7
527,252901,59,Russell_1979_Effect of general practitioners advice against.pdf,Advice by GP (Group 3),,,,,,,,,,,,,,,,,,1,,,,,1,,0,1,1,0,0,1,1,1,1,0,1,,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,1,,,,1,,,,0,,,,,0,,0,1,0,0,0,0,0,0,0,0,16
528,252901,58,Russell_1979_Effect of general practitioners advice against.pdf,"Advice, leaflet & follow-up (Group 4)",,,,,,,,,,,,,,,,1,,1,,,,,1,,0,1,1,0,0,1,1,1,1,0,1,,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,,,1,,,,1,,,,0,,,,,0,,0,1,0,1,0,0,0,0,1,0,19
529,252901,60,Russell_1979_Effect of general practitioners advice against.pdf,Questionnaire-only Control (Group 2),,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,1,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,14
530,252901,61,Russell_1979_Effect of general practitioners advice against.pdf,Control (Group 1),,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,1,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,10
531,321104,703,Gifford 2011.pdf,Combined treatment,1,,,,1,,,,,,,1,,1,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,,,,1,,0,0,0,1,1,0,1,1,1,,,,,1,,,,,,1,,,,,0,,0,0,1,1,1,1,0,0,0,1,31.6
532,321104,704,Gifford 2011.pdf,Medication only,1,,,,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,,,,1,,0,0,0,1,1,0,1,1,1,,,,,1,,,,,,1,,,,,0,,0,0,0,0,1,0,0,0,0,0,17.5
533,263090,169,Dallery-2013-Internet-based contingency manage.pdf,Contingent group,,,,,,,,,,,,,1,1,,1,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0.14,1,1,0,0,0.6,1,1,,,,,,,0,0,0.2,1,1,0,0,1,1,,1,,,,,,,,,0,,,,,0,,0,0,0,1,1,1,0,1,1,0,8
534,263090,170,Dallery-2013-Internet-based contingency manage.pdf,Non-contingent group,,,,,,,,,,,,,,1,,1,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,0.4,1,1,,,,,,,0,0,0.6,1,1,0,0,1,1,,1,,,,,,,,,0,,,,,0,,0,0,0,1,1,1,0,0,1,0,15.8
535,263212,315,Nevid 1997.pdf,Multicomponent Behavioral Group,,1,,1,,,1,,,1,,,,,,,,,,,1,,,,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,,,,,1,0,0,0,1,1,0,0.76,1,1,,,,,,,,,0,,0,,,,1,0,,1,0,0,0,1,0,1,0,1,0,8
536,263212,316,Nevid 1997.pdf,Enhanced Self-help Control Group,,,,,,,,,,,,,,1,,1,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,,,,,1,0,0,1,1,1,0,0,1,1,,,,,,1,,,0,,0,,1,,,0,,0,0,0,0,0,1,0,0,1,0,7
537,263076,150,Carmody 2008.pdf,Hypnosis,1,,,,1,,,1,,,,,,1,,,,,,,,,,,0,1,1,0,0,1,1,1,1,1,1,,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,,,,,0,0,1,1,1,0,0,1,1,,,,,,,,,,,1,,1,,,0,,0,0,0,0,1,1,1,0,1,0,14
538,263076,149,Carmody 2008.pdf,Behavioural counselling,1,1,,,1,,,,,1,,,,1,,,,,,1,,,,,0,1,1,0,0,1,1,1,1,0,1,,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,,,,,0,1,1,1,1,0,0,0,1,,,,,,,,,,,1,,1,,,0,,0,0,0,0,1,1,0,1,1,0,20
539,423479,1966,Catley 2016.pdf,Health education,1,1,1,,1,,,,,,,,,,,1,,1,,1,,,,,0,1,1,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,,,,,,,,,1,1,,1,,,0,1,0,1,0,0,1,0,1,1,1,0,7.8
540,423479,1965,Catley 2016.pdf,Motivational interviewing,1,,1,,1,,,,,,,,,1,,1,,1,,,,,,,0,1,1,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0.8,1,1,0,0,1,1,1,,,,,,,,,1,1,,1,,,0,1,0,1,0,0,1,1,0,0,1,0,2.9
541,423479,1967,Catley 2016.pdf,Brief advice,1,,,,1,,,,,,,,,,,1,,1,,,,,,,0,1,1,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,,,1,,,,,,1,1,,,,,0,1,0,1,0,0,1,0,0,0,1,0,0
542,319584,639,Hollis 2005.pdf,Dietary intervention,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,1,1,1,1,1,0,1,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,1,0,1,1,1,,,1,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,68.6
543,319584,638,Hollis 2005.pdf,Tobacco intervention,,,,,,,,1,,,,,,1,,,,1,,,,,,,0,1,,0,1,1,1,1,1,0,1,,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,1,0,0,0,1,1,0,1,1,1,,1,1,1,,,,,,,0,,1,,,0,,0,1,0,0,0,1,1,0,1,0,72.8
544,437459,2253,Masiero 2019.pdf,E-cigarettes,,1,,,1,,,1,,,,1,,1,,,,,,,,1,,,1,0,1,0,1,1,1,1,1,0,,,1,1,1,1,1,1,0,0,0.44,1,0,0,1,1,1,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,,1,,,0,,0,0,1,1,1,1,1,0,0,0,25.4
545,437459,2255,Masiero 2019.pdf,Control,,1,,,,,,,,,,,,1,,,,,,,,,,,1,0,1,0,1,1,1,1,1,0,,,1,1,1,1,1,1,0,0,0.44,1,1,1,1,1,1,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,0,,1,,,0,,0,0,0,0,1,1,0,0,0,0,10.34
546,437459,2254,Masiero 2019.pdf,Placebo,,1,,,,,,1,,,,1,,1,,,,,,,,1,,,1,0,1,0,1,1,1,1,1,0,,,1,1,1,1,1,1,0,0,0.44,1,0,0,1,1,1,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,,1,1,,0,,0,0,1,1,1,1,1,0,0,0,23.4
547,263082,162,Chouinard 2005 (c) primary paper.pdf,Usual care,,,,,,,,,,,,,,,,,,1,,,,,,,1,0,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,,,,,,0,0.5,1,1,1,0,0,0.5,1,,,,,,1,,,,,0,,,,,0,,0,1,0,0,0,0,0,0,0,0,12.7
548,263082,161,Chouinard 2005 (c) primary paper.pdf,Inpatient counseling only,,1,,,1,,,,,,,,,1,,,,,,,,,,1,1,0,1,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,,,,,,0.08,1,1,1,1,0,0,0,1,,,,,,,,,,,0,1,,,,0,,0,0,0,0,1,1,0,1,1,0,24.5
549,263082,160,Chouinard 2005 (c) primary paper.pdf,Inpatient counseling with telephone follow-up,,1,,,1,,,,,,,,,1,,,,,,,,,,1,1,0,1,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,,,,,,0,1,1,1,1,0,0,0,1,,,,,,,,,,,0,1,1,,,0,,0,0,0,0,1,1,0,1,1,0,24.5
550,437486,2318,Brown 2018.pdf,Standard Treatment (ST),,1,,,1,,,,,,,,,1,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.91,1,1,,1,,,,,0,0,1,1,1,0,0,1,1,,,,,,1,,,,,1,1,1,,,0,,0,0,0,1,1,1,0,0,0,0,22.2
551,437486,2317,Brown 2018.pdf,DT,,1,,,1,1,,,,,,,,1,,,,,,,1,,,,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.89,1,1,,1,,,,,0,0,1,1,1,0,0,1,1,,,,,,,,,,,1,1,1,,,0,,1,0,0,0,1,1,0,0,0,1,17.7
552,263242,356,Rigotti 2014 primary paper.pdf,Standard care,,,,,1,,,,,,,,,1,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,,1,,,,0,0,0,1,1,0,0.4,1,1,,,1,,,1,,,,,0,,,,,0,,0,0,0,0,0,1,0,0,0,0,15
553,263242,355,Rigotti 2014 primary paper.pdf,Sustained care intervention,,,,,1,,,,,,,,,1,,,,1,,,,,,,0,1,1,0,1,1,1,1,1,0,,,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,,1,,,,0,0,0,1,1,0,0.4,1,1,1,,1,,,,,,,,0,,1,,,0,,0,1,0,0,0,1,0,0,0,0,26
554,296328,613,Zhu NEJM 2002.pdf,Treatment,1,1,,,,,,,,,,,,1,,1,,,,,,,,,1,0,,0,0,1,1,1,1,0,,,,0,0,1,1,1,0,0.28,1,1,0,0,0,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,1,,,0,,0,0,0,0,1,1,0,0,1,0,9.1
555,296328,614,Zhu NEJM 2002.pdf,Control,,,,,,,,,,,,,,1,,1,,,,,,,,,1,0,,0,0,1,1,1,1,0,,,,0,0,1,1,1,0,0.42,1,1,0,0,0.9,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,1,0,0,1,0,6.9
556,437463,2285,Nelson 2019.pdf,Snus + Information,,,,,1,,,,,,,,,,,,,1,1,,,,,,1,0,1,0,0,1,1,1,1,1,,,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,,1,,,,0,0,0,1,1,0,0,1,1,1,,,,,,,,,1,1,,,,,0,,0,1,0,0,0,0,0,1,0,0,1.4
557,437463,2287,Nelson 2019.pdf,Nicotine Lozenge,,,,,1,,,,,,,,,,,,,1,1,,,,,,1,0,1,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,,1,,,,0,0,0,1,1,0,0.32,1,1,1,,,,,,,,,1,1,,,,,0,,0,1,0,0,0,0,0,1,0,0,0.9
558,437463,2286,Nelson 2019.pdf,Snus,,,,,1,,,,,,,,,,,,,1,1,,,,,,1,0,1,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,,1,,,,0,0,0,1,1,0,0.28,1,1,1,,,,,,,,,1,1,,,,,0,,0,1,0,0,0,0,0,1,0,0,1.4
