document,document_id,arm,arm_id,Outcome value,manually-added outcome value,remove paper,Will be fixable in EPPI - will need to update the JSON file,will need to be fixed via supplementary file merge,Combined follow up,Biochemical verification,CBT,Motivational Interviewing,brief advise,1.1.Goal setting,1.2 Problem solving,1.4 Action planning,2.2 Feedback on behaviour,2.3 Self-monitoring of behavior,3.1 Social support,4.1 Instruction on how to perform the behavior,4.5. Advise to change behavior,5.1 Information about health consequences,5.3 Information about social and environmental consequences,11.1 Pharmacological support,11.2 Reduce negative emotions,Group-based,Face to face,phone,Website / Computer Program / App,Patch,Somatic,gum,e_cigarette,inhaler,lozenge,nasal_spray,placebo,nrt,Pill,bupropion,varenicline,Printed material,Digital content type,text messaging,Health Professional,doctor,nurse,pychologist,aggregate patient role,Mean age,Proportion identifying as female gender,Mean number of times tobacco used,Country of intervention,healthcare facility,Pharmaceutical company funding,Pharmaceutical company competing interest,Individual-level analysed
Ledgerwood 2014.pdf,263164,Standard care (SC),274,5.9,,,,,26.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,58.8,19.3,-,0,0,0,17
Ledgerwood 2014.pdf,263164,Traditional prize CM (TCM),273,10.7,,,,,26.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8,64.3,14.7,-,0,0,0,28
Lee 2015.pdf,423238,best practice (BP),2120,15.4,,,,,21.75,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,-,7.6,United States,1,0,0,137
Lee 2015.pdf,423238,cognitive-behavioral counseling (CBC),2119,30.5,,,,,21.75,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,-,7.6,United States,1,0,0,140
Lee 2018.pdf,437522,Control Group (NRT),2265,0,,,,,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,53,10,10.8,Mexico,1,0,0,10
Lee 2018.pdf,437522,Intervention Group (END),2264,15,,,,,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,54,10,15.3,Mexico,1,0,0,20
Lee 2019.pdf,437456,Group 1 (auricular acupressure + counseling),2204,22,,,,,4.35,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,29.28,5.6,14.5,South Korea,0,0,0,18
Lee 2019.pdf,437456,Control (self-help smoking cessation),2206,5.6,,,,,4.35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,28,-,15.72,South Korea,0,0,0,18
Lee 2019.pdf,437456,Group 2 (placebo acupressure + counseling),2205,5.3,,,,,4.35,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,29.42,15.8,14.05,South Korea,0,0,0,19
Leischow 2004.pdf,263165,Over the counter (OTC),276,0.77,,,,,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,47.05,51,25.8,-,0,1,1,260
Leischow 2004.pdf,263165,Healthcare provider (HCP),275,3.08,,,,,52,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,49.39,51,25.8,-,0,1,1,260
Leiva 2018.pdf,437523,Intervention,2268,24.1,,,,,156.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,49.7,-,-,0,0,0,466
Leiva 2018.pdf,437523,Control,2269,21.8,,,,,156.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,51.2,-,-,0,0,0,590
Lepore 2018.pdf,437527,AAR + counseling,2270,15.2,,,,,52.2,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,32.7,85.9,12.2,United States,0,0,0,163
Lepore 2018.pdf,437527,ARR + control,2271,6.7,,,,,52.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,33.9,81.1,10.7,United States,0,0,0,164
Levine 2010 (c) primary paper.pdf,263167,Standard cessation counseling (STANDARD) + bupropion (B),1025,19,,,,,52.2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,41,-,20.1,-,0,1,1,89
Levine 2010 (c) primary paper.pdf,263167,CBT for smoking-related weight concerns (CONCERNS) + bupropion (B),277,24,,,,,52.2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,42.1,-,20.8,-,0,1,1,106
Levine 2010 (c) primary paper.pdf,263167,Standard cessation counseling (STANDARD) + placebo (P),1026,7,,,,,52.2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,42.3,-,21.6,-,0,1,1,67
Levine 2010 (c) primary paper.pdf,263167,CBT for smoking-related weight concerns (CONCERNS) + placebo (P),278,8,,,,,52.2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,42.6,-,20.4,-,0,1,1,87
Levine 2016.pdf,423089,Time and attention–controlled comparison (SUPPORT),1933,26.7,,,,,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-,-,-,-,0,0,0,150
Levine 2016.pdf,423089,Strategies to Avoid Returning to Smoking (STARTS),1932,21.3,,,,,52,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-,-,-,-,0,0,0,150
Li 2018.pdf,437528,Control group,2273,3.8,,,,,26.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59,15,12,-,0,0,0,260
Li 2018.pdf,437528,Intervention group,2272,5.2,,,,,26.1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,59,12.7,13,-,0,0,0,268
Liao 2018.pdf,436362,High-frequency messaging (HFM),2647,6.5,,,,,24,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,38.1,4.9,20.3,China,0,0,0,674
Liao 2018.pdf,436362,Control,2649,1.9,,,,,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,38.7,5.8,20,China,0,0,0,411
Liao 2018.pdf,436362,Low-frequency messaging (LFM),2648,-,6,,1,,24,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,37.2,6,19.8,China,0,0,0,284
Lichtenstein 2008.pdf,296284,Treatment by video,506,4.2,,,,,52.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,-,18.74,-,0,0,0,676
Lichtenstein 2008.pdf,296284,Treatment by phone,505,5.1,,,,,52.2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,-,18.76,-,0,0,0,677
Lipkus 1999.pdf,296285,Health care provider prompting intervention with tailored communications,508,-,32.7,,,1,69.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,-,54,-,-,0,0,0,55
Lipkus 1999.pdf,296285,Health care provider promoting intervention alone,509,-,13.2,,,1,69.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-,54,-,-,0,0,0,53
Lipkus 1999.pdf,296285,Health care provider prompting intervention with tailored print communications and tailored telephone counseling,507,-,19.2,,,1,69.6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,-,54,-,-,0,0,0,52
Lipkus 2004.pdf,296286,Self-help only,511,7,,,,,17.4,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-,49,10,-,0,0,0,193
Lipkus 2004.pdf,296286,Counseling,510,9,,,,,17.4,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-,53,10,-,0,0,0,209
Lopez 2015.pdf,423239,control,2122,-,,1,,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,-,19.7,United States,0,0,0,122
Lopez 2015.pdf,423239,intervention,2121,-,,1,,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,-,19.6,United States,0,0,0,167
Lou 2013 DONE IN PILOT.pdf,263170,Behavioural intervention,279,44.3,,,,,208.8,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,61.6,-,-,China,1,0,0,1814
Lou 2013 DONE IN PILOT.pdf,263170,Control,280,5.1,,,,,208.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,61.5,-,-,China,1,0,0,1748
Louwagie 2014.pdf,263171,Control,282,9.3,,,,,26.1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,42.3,11.8,9.8,South Africa,0,0,1,204
Louwagie 2014.pdf,263171,Motivational interviewing (MI),281,21.5,,,,,26.1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,40.3,8.3,10,South Africa,0,0,1,205
Luo 2018.pdf,437529,Routine 5Rs (control),2284,15,,,,,24,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,58.6,6.90000000000001,21.4,China,0,0,0,160
Luo 2018.pdf,437529,Intensive personalized ‘5As+5Rs’ intervention (IPANR),2283,23.8,,,,,24,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,57.4,4.40000000000001,21.4,China,0,0,0,160
Lyu 2018.pdf,437530,Treatment group,2288,-,0,,,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,54.3,-,72.5,China,0,0,0,11
Lyu 2018.pdf,437530,Placebo group,2289,-,0,,,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,56.2,-,77,China,0,0,0,-
Macleod 2003.pdf,296287,NRT only,513,18.6,,,,,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.9,49,24.2,-,0,1,1,442
Macleod 2003.pdf,296287,NRT + telephone counseling,512,26.7,,,,,26.1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42.6,54,24,-,0,1,1,412
Macpherson 2010.pdf,321129,behavioral activation treatment for smoking (BATS),723,14.3,,,,,26,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,45,48.6,-,-,0,0,0,35
Macpherson 2010.pdf,321129,Standard treatment (ST),724,0,,,,,26,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,42.6,48.5,-,-,0,0,0,33
Maddison 2014.pdf,436363,Control,2797,18,,,,,24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.3,54.1,19.83,New Zealand,0,0,1,451
Maddison 2014.pdf,436363,Intervention,2796,17,,,,,24,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.6,54.3,19.41,New Zealand,0,0,1,455
Magnan 2009.pdf,263172,Control - personal sigital assistants for smokers daily hassles,284,18.9,,,,,26.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.03,-,7,-,0,0,0,38
Magnan 2009.pdf,263172,Experimental - personal digital assistants for smoking-related support,283,53.1,,,,,26.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,-,7,-,0,0,0,81
Marcus 2005 (c) primary paper.pdf,263180,CBT,286,8.3,,,,,52.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,43.02,-,20.15,-,0,0,0,108
Marcus 2005 (c) primary paper.pdf,263180,Exercise group (CBT+EX),285,7.3,,,,,52.2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42.52,-,21.04,-,0,0,0,109
Marshall 2016.pdf,423480,Intervention,1968,14.3,,,,,52.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,63,35.7,-,-,0,0,0,28
Marshall 2016.pdf,423480,Control,1969,18.5,,,,,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63,37,-,-,0,0,0,27
Martin 1997 (c) primary paper.pdf,263183,Standard treatment (ST),289,26,,,,,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,41.5,46,-,-,0,0,0,70
Martin 1997 (c) primary paper.pdf,263183,Behavioral counseling plus exercise (BEX),288,27,,,,,52.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.5,43,-,-,0,0,0,72
Martin 1997 (c) primary paper.pdf,263183,Behavioral counselling plus nicotine gum (BNIC),287,27,,,,,52.2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,43.6,47,-,-,0,0,0,63
Martinez-Vispo 2019.pdf,437458,SCBSCT-BA,2225,64.7,,,,,13.05,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.24,60.9,18.85,Spain,0,0,0,110
Martinez-Vispo 2019.pdf,437458,SCBSCT,2226,45.9,,,,,13.05,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.61,63.3,19.33,Spain,0,0,0,109
Martinez-Vispo 2019.pdf,437458,Waitlist,2227,5.4,,,,,13.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.07,58.9,19.03,Spain,0,0,0,56
Masiero 2019.pdf,437459,E-cigarettes,2253,25.4,,,,,13.05,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,62.8,-,19.2,-,0,0,0,170
Masiero 2019.pdf,437459,Control,2255,10.34,,,,,13.05,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62.8,-,9.3,-,0,0,0,170
Masiero 2019.pdf,437459,Placebo,2254,23.4,,,,,13.05,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,62.8,-,19.2,-,0,0,0,170
Mason 2016.pdf,319591,Text messaging for general health,656,-,,1,,,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,52.5,3,-,0,0,0,85
Mason 2016.pdf,319591,Text messaging smoking cessation intervention,655,-,,1,,,26.1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.2,52.5,3,-,0,0,0,87
Mason_et_al-2012-Addiction.pdf,278612,Standardised report (Control),113,9.3,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,63.5,18.5,United Kingdom,0,0,0,881
Mason_et_al-2012-Addiction.pdf,278612,Tailored advice report,112,9.1,,,,,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,64.7,17.8,United Kingdom,0,0,0,877
Matthews 2009.pdf,263185,Targeted smoking cessation program (CT),290,25,,,,,26.1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,45.4,90,13,United States,0,0,0,8
Matthews 2009.pdf,263185,Non-targeted smoking cessation program (ST),291,24,,,,,26.1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,45.4,90,13,United States,0,0,0,50
Matthews 2018.pdf,437532,Standard intervention (CTQ),2291,23.1,,,,,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4,20.3,13.8,-,0,0,1,-
Matthews 2018.pdf,437532,Culturally targeted courage to Quit (CTQ-CT),2290,19.2,,,,,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6,22.8,12.1,-,0,0,1,-
May-2006.pdf,263186,Buddy condition,292,13,,,,,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4,64.1,22.9,United States,1,0,0,237
May-2006.pdf,263186,Control,293,15,,,,,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7,60.7,23.1,United States,1,0,0,326
McBride 1999b.pdf,296289,Booklet only,760,24,,,,,52.2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.8,-,4.8,United States,0,0,0,897
McBride 1999b.pdf,296289,Prepartum group,759,23,,,,,52.2,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27.5,-,4.7,United States,0,0,0,294
McBride 1999b.pdf,296289,Post and prepartum group,758,25,,,,,52.2,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27.7,-,4.9,United States,0,0,0,306
McBride 2004.pdf,296291,Partner-assisted,514,21,,,,,52.2,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,24,-,13,-,1,0,0,193
McBride 2004.pdf,296291,Usual care,516,15,,,,,52.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,-,12,-,1,0,0,198
McBride 2004.pdf,296291,Woman only,515,20,,,,,52.2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,-,13,-,1,0,0,192
McCarthy 2008(c) primary paper.pdf,263189,"Active, No Counselling",295,-,18.1,,,1,52.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,41.03,49.1,22.47,-,0,0,1,463
McCarthy 2008(c) primary paper.pdf,263189,"Placebo, Counselling",296,-,12.4,,,1,52.2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37.82,52.1,21.98,-,0,0,1,463
McCarthy 2008(c) primary paper.pdf,263189,"Active, Counselling",294,-,20.4,,,1,52.2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,36.76,46,21.87,-,0,0,1,463
McCarthy 2008(c) primary paper.pdf,263189,"Placebo, No Counselling",297,-,14.2,,,1,52.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.42,54,21.37,-,0,0,1,463
McClure 2005.pdf,296292,Motivationally enhanced phone counselling,517,10.9,,,,,52.2,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32.7,-,15.1,United States,0,0,0,138
McClure 2005.pdf,296292,Usual care control,518,10.2,,,,,52.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.7,-,13.5,United States,0,0,0,137
McClure 2011.pdf,296293,Usual care,520,20,,,,,26.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.4,63,11.1,-,0,0,0,23
McClure 2011.pdf,296293,phone-based Step Up counseling plus usual care,519,11,,,,,26.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.5,72,10,-,0,0,0,23
McClure 2018.pdf,437533,Control,2299,30.3,,,,,26.1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.5,62.1,19.1,United States,0,0,0,360
McClure 2018.pdf,437533,Experimental (OH4L),2298,33.8,,,,,26.1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.1,61.5,19.3,United States,0,0,0,358
McClure_B_2018.pdf,437534,CBT,2305,12.4,,,,,52.2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50.8,52.7,-,United States,1,0,1,226
McClure_B_2018.pdf,437534,ACT,2304,6.3,,,,,52.2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51.8,52.7,-,United States,1,0,1,224
McDaniel 2015.pdf,423090,TEQ-10,1935,60.6,,,,,52.2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,44,54.1,17.2,-,0,0,0,602
McDaniel 2015.pdf,423090,Standard,1936,61.2,,,,,52.2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.3,54.2,16.8,-,0,0,0,592
McDaniel 2015.pdf,423090,TEQ-20,1934,54.9,,,,,52.2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43,54.2,16.4,-,0,0,0,591
McDowell_1985_A randomized trial of three approaches.pdf,252892,Group Behaviour Modification,40,17.2,,,,,-,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.3,60,25,-,0,0,0,87
